customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6972-84300,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,110.86,1214.64,Yes
1858-75714,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.33,2024.61,No
6519-59314,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.56,1671.1,No
8385-51965,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,33.67,1017.08,No
9636-94268,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.45,1989.48,No
5317-77957,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,78.84,673.61,Yes
4454-53715,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.41,1378.91,No
2030-63450,Male,1,No,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,10.61,477.76,No
8906-96062,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.82,5326.63,No
2447-71902,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.99,74.07,Yes
3850-38317,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),85.26,3745.83,No
9106-76753,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.53,2528.48,No
8151-45242,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.5,1883.01,Yes
7952-10929,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),44.58,1572.35,No
5055-23580,Female,1,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.25,1785.15,No
6402-30742,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,41.49,1527.93,No
2672-27833,Male,1,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.9,1182.96,No
5532-81347,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.34,4615.26,No
5924-84155,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.32,1148.32,Yes
7085-99791,Female,1,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.97,3081.04,No
8734-23527,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),26.09,815.65,No
5864-68139,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),15.48,463.49,No
2221-79585,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,53.06,819.99,Yes
3860-51057,Male,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.04,1043.87,No
9428-77439,Male,0,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,21.81,929.51,No
4253-54261,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,77.19,3446.38,No
4782-80912,Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),67.38,902.21,No
7957-10042,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,121.46,4403.73,Yes
1766-32769,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.39,442.61,Yes
3681-77113,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.71,2008.24,No
8710-87918,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.04,2154.99,No
8482-32449,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.89,2004.53,No
6086-48653,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.54,3630.17,No
8964-38859,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.39,2376.0,No
3665-18576,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.18,1933.56,No
4513-55874,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.63,1782.34,No
1495-87199,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.29,4214.5,No
6822-46345,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.64,1805.19,No
3072-80780,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.98,2141.21,No
8795-79428,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),69.36,1878.87,No
9529-14321,Male,0,Yes,No,25,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,53.09,1379.74,No
4949-15776,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,32.49,1314.8,No
7033-26119,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),54.15,2077.63,No
9328-40569,Male,1,Yes,No,19,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.52,2025.43,Yes
3555-48596,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.82,1065.02,No
7370-62967,Male,1,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.07,1854.92,No
5415-43063,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),54.78,708.27,Yes
6959-32340,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),50.0,1269.22,No
6993-85723,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,64.59,2199.82,No
6021-65430,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.07,3053.57,No
3907-16668,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.41,2150.08,No
3914-90880,Male,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.61,750.12,No
4870-18195,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.94,1806.89,No
6085-92097,Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.74,2666.64,No
7546-67995,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),32.41,951.09,No
1395-97834,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.41,2015.6,No
1938-48250,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.69,1977.84,No
3510-26076,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.28,2934.72,No
5636-25376,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),65.09,2006.74,No
2649-65839,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.54,3071.02,No
4690-74723,Male,1,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,57.16,3381.63,No
4435-53442,Female,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),30.38,1127.82,No
4201-15392,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.14,963.84,No
5179-37106,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.75,1149.49,No
9405-89845,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.33,425.96,Yes
4237-34809,Female,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49.66,1373.43,No
4862-10693,Female,0,No,Yes,36,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.78,2651.36,No
1058-69821,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.06,751.08,Yes
5938-84159,Male,0,Yes,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,82.01,3708.17,No
3971-84710,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),110.56,2684.79,Yes
9314-21352,Male,0,No,Yes,19,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),83.95,1571.21,No
4345-62196,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),42.38,921.1,No
3486-81066,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.3,1655.33,No
1561-14992,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.08,2679.08,No
4981-63076,Female,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.41,1165.48,No
7261-33354,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.38,4249.79,No
2737-13312,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.37,717.2,Yes
4554-55833,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.15,2331.58,No
8095-14318,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.45,1897.18,No
9266-76003,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.43,3103.82,No
1294-37192,Male,0,No,Yes,18,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.1,1212.19,No
9212-99199,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),14.27,684.18,No
6330-47489,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,12.76,206.72,Yes
5655-50309,Female,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51.2,1201.32,No
2109-38273,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,69.37,2570.27,No
4771-57553,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,77.06,788.67,Yes
9563-39473,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,36.12,1001.25,No
7123-71410,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,95.25,3563.83,No
8647-23679,Female,0,No,Yes,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,60.83,1861.13,No
2174-55310,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),67.42,875.89,Yes
2164-93406,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.09,1156.29,Yes
9712-70683,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.86,1699.31,Yes
5466-35992,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,47.93,2127.03,No
6538-39433,Female,1,No,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.13,3068.72,No
8111-86574,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),26.75,1056.23,No
9434-35933,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.63,1035.84,No
3800-55020,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),55.13,1049.33,No
5607-39236,Male,1,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.49,1336.25,No
8262-68735,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.29,1012.17,No
2541-19770,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,28.7,428.31,Yes
3765-79285,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.21,3172.47,No
5491-45271,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,50.69,1907.6,No
4083-83391,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,39.15,1069.83,No
6356-33439,Male,1,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.37,1827.41,No
2857-21101,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.77,4306.99,No
1769-92319,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.64,2398.31,Yes
2422-54917,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.14,682.54,No
9598-93459,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),104.64,2236.22,Yes
3972-90562,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,47.5,1383.73,No
2872-51196,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,102.24,1944.29,Yes
6599-33569,Female,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.82,2226.05,No
3269-51887,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.29,3363.61,No
6275-30893,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.38,2992.33,No
5749-97971,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.74,1930.91,Yes
7571-65304,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.84,1972.26,No
6072-42399,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),43.44,1321.27,No
6463-35236,Female,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.13,597.87,Yes
8450-95870,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),82.84,2764.63,No
9420-59531,Male,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,50.78,1547.01,No
4959-90570,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),59.89,1833.59,No
2313-19442,Female,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.04,2948.74,No
8847-66437,Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),29.35,478.26,Yes
2070-70342,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,24.46,397.65,No
4285-88179,Female,1,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.9,2436.44,No
9949-45069,Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.84,1543.79,No
4095-83246,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),56.51,1219.97,Yes
1320-48560,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,6.64,227.8,No
3321-68070,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.81,2611.24,No
1555-52427,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.34,2890.75,No
5939-70496,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,135.37,1813.46,Yes
6432-74557,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,28.21,427.99,No
2386-82752,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.58,2400.46,Yes
5763-87248,Male,1,No,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.86,1784.62,No
7854-80441,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,66.19,2177.71,No
8637-58534,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,110.42,1906.15,Yes
5841-37930,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.7,3600.3,No
4867-99042,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.98,1354.15,No
4793-17288,Female,0,No,Yes,28,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),104.12,2850.4,No
8373-91122,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.85,1352.72,Yes
3513-71518,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),52.1,1519.14,No
4803-42400,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.25,1492.22,No
3327-11567,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.23,3686.61,No
9809-57878,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,43.98,1724.2,No
3165-58850,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,99.18,4265.63,No
4308-11094,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.64,667.54,No
7452-21135,Female,0,No,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),102.5,3414.31,No
9067-89044,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.42,3486.93,No
8642-55113,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.55,3216.22,No
7404-68791,Male,1,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),74.7,2368.91,No
1992-19684,Male,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.9,1117.15,No
6424-81727,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.13,1904.69,Yes
5381-93378,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,17.53,768.05,No
4174-68552,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.0,1894.47,No
5782-18046,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.6,1776.98,No
6560-14934,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.35,3401.03,No
8460-69556,Female,0,No,Yes,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),77.79,2641.69,No
4078-56806,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.19,1669.89,Yes
3983-11354,Male,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),56.68,2153.23,No
8259-63046,Male,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),43.06,1391.75,No
7054-75064,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,26.63,764.95,No
3523-67184,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.59,1213.13,No
5581-12963,Female,1,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,54.82,2323.03,No
6609-37424,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),32.72,1439.27,No
3001-90039,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.7,727.35,Yes
2387-13042,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.13,2876.57,No
7552-17139,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.41,5851.1,No
2030-21226,Male,1,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.44,1175.28,No
2220-90298,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),36.62,1227.08,No
